Property,Project Name,Type of Property,Transaction Type,City,Area Name,Location,Price,Covered Area,Carpet Area,Carpet Area Unit,Bathroom,Floor No,Ownership Type,Possession Status,furnished Type,isPrimeLocationProperty,Gymnasium,Swimming Pool,Security,Club House,Developer,Maintenance Charges,Maintenance Type,Parking Lot Count,Has Covered Parking,Price per sqm
1 BHK Flat,Raunak City 2,Apartment,Resale,Thane,Kalyan West,"Kalyan West, Thane",3800000,607,,,1,9,,Ready to Move,Unfurnished,0,1,1,0,1,Raunak Group,,,0,0,6260.29654
2 BHK Flat,Niraj City Phase 2,Apartment,Resale,Thane,Kalyan West,"Kalyan West, Thane",6500000,950,,,2,3,,Ready to Move,Unfurnished,0,1,0,1,1,Shree Samarth Developers,,,1,0,6842.105263
1 BHK Flat,Haware Pinnacle,Apartment,New Property,Thane,Kalyan West,"Kalyan West, Thane",2700000,603,,,1,1,Freehold,Ready to Move,Unfurnished,0,1,1,0,1,Haware Engineers & Builders Pvt Ltd,,,0,0,4477.61194
2 BHK Flat,,Apartment,Resale,Thane,Kalyan West,"Kalyan West, Thane",6500000,1080,,,2,18,Freehold,Ready to Move,Furnished,1,1,1,1,1,,,Monthly,0,0,6018.518519
1 BHK Flat,Raunak City 2,Apartment,Resale,Thane,Kalyan West,"Kalyan West, Thane",3400000,580,,,1,6,,Ready to Move,Unfurnished,0,1,1,1,1,Raunak Group,,,0,0,5862.068966
2 BHK Flat,Sai Sharnam,Apartment,Resale,Thane,Kalyan West,"Kalyan West, Thane",6900000,950,650,Sq-ft,2,6,Freehold,Ready to Move,Semi-Furnished,1,0,0,1,1,OSSK CORP,1500,Monthly,0,0,7263.157895
2 BHK Flat,Tata Amantra,Apartment,Resale,Thane,Kalyan West,"Kalyan West, Thane",6300000,927,,,1,2,Co-operative Society,Ready to Move,Unfurnished,1,1,1,1,1,TATA Housing Development Company Ltd.,,,0,0,6796.116505
3 BHK Flat,,Apartment,Resale,Thane,Kalyan West,"Kalyan West, Thane",13000000,1475,885,Sq-ft,3,15,Freehold,Ready to Move,Semi-Furnished,1,1,1,1,1,,3500,Monthly,1,1,8813.559322
1 BHK Flat,,Apartment,New Property,Thane,Kalyan West,"Kalyan West, Thane",2853100,585,383,Sq-ft,1,4,,Ready to Move,Unfurnished,1,0,0,0,0,,,,0,0,4877.094017
1 BHK Flat,Raunak City 2,Apartment,Resale,Thane,Kalyan West,"Kalyan West, Thane",3450000,550,420,Sq-ft,2,5,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,Raunak Group,,,0,0,6272.727273
1 BHK Flat,Mahindra Happinest Kalyan,Apartment,Resale,Thane,Kalyan West,"Kalyan West, Thane",3500000,520,400,Sq-ft,1,5,Power Of Attorney,Under Construction,Furnished,1,1,1,1,1,Mahindra Lifespace Developers Ltd.,,,1,1,6730.769231
4 BHK Flat,Royal Residency,Apartment,Resale,Thane,Kalyan West,"Kalyan West, Thane",20000000,1115,,,3,6,,Ready to Move,Semi-Furnished,1,0,0,1,0,Royal Builders and Developers,,,2,1,17937.21973
2 BHK Flat,Tata Amantra,Apartment,Resale,Thane,Kalyan West,"Kalyan West, Thane",7500000,1017,,,2,9,Freehold,Ready to Move,Unfurnished,1,0,1,1,0,TATA Housing Development Company Ltd.,,Monthly,0,0,7374.631268
2 BHK Flat,,Apartment,Resale,Thane,Kalyan West,"Kalyan West, Thane",5000000,750,,,2,,,Ready to Move,Furnished,1,1,1,1,1,,,,1,0,6666.666667
2 BHK Flat,,Apartment,Resale,Thane,Kalyan West,"Kalyan West, Thane",6500000,850,,,2,6,Co-operative Society,Ready to Move,Semi-Furnished,1,1,1,1,1,,,,0,0,7647.058824
1 BHK Flat,Raunak City 3,Apartment,New Property,Thane,Kalyan West,"Kalyan West, Thane",4000000,600,480,Sq-ft,1,6,Freehold,Ready to Move,Semi-Furnished,1,1,1,1,1,Raunak Group,2500,Monthly,0,0,6666.666667
1 BHK Flat,,Apartment,Resale,Kalyan,Kalyan West,"Kalyan West, Kalyan",4800000,663,450,Sq-ft,1,7,Freehold,Ready to Move,Unfurnished,1,1,0,1,1,,2300,Monthly,0,0,7239.819005
1 BHK Flat,Seasons Avenue Kalyan,Apartment,Resale,Thane,Kalyan West,"Kalyan West, Thane",4700000,750,694,Sq-ft,1,7,Co-operative Society,Ready to Move,Semi-Furnished,0,1,1,1,1,,,,0,0,6266.666667
1 BHK Flat,Haware Pinnacle,Apartment,Resale,Thane,Kalyan West,"Kalyan West, Thane",3600000,608,466,Marla,1,4,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,Haware Engineers & Builders Pvt Ltd,,Monthly,0,0,5921.052632
2 BHK Flat,Mahavir Heights,Apartment,Resale,Thane,Kalyan West,"Kalyan West, Thane",5999999,1175,1000,Sq-ft,2,1,,Ready to Move,Unfurnished,1,0,0,1,0,Mahavir Builders,,,0,0,5106.382128
3 BHK Flat,,Apartment,Resale,Thane,Rambaug Lane Number 4,"Rambaug Lane Number 4, Thane",12500000,1240,,,4,5,Co-operative Society,Ready to Move,Furnished,1,1,1,1,1,,,,1,1,10080.64516
1 BHK Flat,Kohinoor Majestic,Apartment,Resale,Thane,Kalyan West,"Kalyan West, Thane",5499000,690,491,Sq-ft,2,15,Freehold,Ready to Move,Unfurnished,1,1,0,0,0,Kohinoor Group,1200,Monthly,1,0,7969.565217
2 BHK Flat,Haware Pinnacle,Apartment,Resale,Thane,Kalyan West,"Kalyan West, Thane",5000000,851,548,Sq-ft,2,1,Freehold,Ready to Move,Semi-Furnished,1,1,1,1,1,Haware Engineers & Builders Pvt Ltd,1500,Monthly,1,0,5875.440658
2 BHK Flat,Aashapura Crown City,Apartment,Resale,Thane,Kalyan West,"Kalyan West, Thane",5200000,960,648,Sq-ft,2,6,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,Aashapura Builders and Developers,,,0,0,5416.666667
3 BHK Flat,Tycoons Residency,Apartment,Resale,Thane,Kalyan West,"Kalyan West, Thane",13500000,1300,1063,Sq-ft,2,1,Freehold,Ready to Move,Semi-Furnished,1,0,0,1,0,Innovative Buildcon,,,0,0,10384.61538
2 BHK Flat,,Apartment,Resale,Thane,Kalyan West,"Kalyan West, Thane",8500000,1000,650,Sq-ft,2,2,,Ready to Move,Unfurnished,1,0,0,1,0,,,,0,0,8500
2 BHK Flat,Bajaj Prakriti Angan,Apartment,Resale,Thane,Kalyan West,"Kalyan West, Thane",6000000,1200,700,Sq-ft,2,2,Freehold,Ready to Move,Semi-Furnished,1,1,1,1,1,Realty Builders,1800,Monthly,5,0,5000
2 BHK Flat,Rutu Riverside Estate,Builder Floor Apartment,Resale,Thane,Kalyan West,"Kalyan West, Thane",7800000,985,638,Sq-ft,2,2,,Ready to Move,Furnished,1,0,0,1,1,Rutu Group,,Monthly,1,0,7918.781726
2 BHK Flat,Tata Amantra,Apartment,Resale,Thane,Kalyan West,"Kalyan West, Thane",5500000,927,612,Sq-ft,1,13,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,TATA Housing Development Company Ltd.,,,0,0,5933.117584
1 BHK Flat,Kalyan Nagari,Apartment,New Property,Thane,Kalyan West,"Kalyan West, Thane",3500000,650,450,Sq-ft,2,5,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Honest Developers,1200,Monthly,1,1,5384.615385
1 BHK Flat,Tycoons Square,Apartment,New Property,Thane,Kalyan West,"Kalyan West, Thane",3900000,650,450,Sq-ft,2,10,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Tycoons Group,1500,Monthly,1,1,6000
1 BHK Flat,,Apartment,New Property,Thane,Kalyan West,"Kalyan West, Thane",3673500,650,408,Sq-ft,2,19,Freehold,Under Construction,Unfurnished,1,1,1,1,1,,3,Per sq. Unit Monthly,1,1,5651.538462
2 BHK Flat,Godrej Nirvaan,Apartment,New Property,Thane,Kalyan West,"Kalyan West, Thane",8820000,875,675,Sq-ft,2,9,Freehold,Under Construction,Semi-Furnished,1,1,1,1,1,Godrej Properties,,,0,0,10080
1 BHK Flat,Tycoons Goldmine Avenue 1,Apartment,New Property,Thane,Kalyan West,"Kalyan West, Thane",4569000,674,421,Sq-ft,2,27,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Tycoons Group,2,Monthly,1,0,6778.931751
1 BHK Flat,Raunak City Sector 4,Apartment,New Property,Thane,Kalyan West,"Kalyan West, Thane",3750000,630,405,Sq-ft,1,16,Freehold,Ready to Move,Semi-Furnished,1,1,1,1,1,Raunak Group,1500,Monthly,1,0,5952.380952
2 BHK Flat,,Apartment,Resale,Thane,Kalyan West,"Kalyan West, Thane",5800000,970,670,Sq-ft,2,5,Freehold,Ready to Move,Semi-Furnished,1,1,1,1,1,,1800,Monthly,1,0,5979.381443
1 BHK Flat,,Apartment,New Property,Thane,Kalyan West,"Kalyan West, Thane",4600000,600,425,Sq-ft,1,2,Freehold,Ready to Move,Semi-Furnished,1,1,1,1,1,,1500,Monthly,1,0,7666.666667
2 BHK Flat,Godrej Riviera,Apartment,New Property,Thane,Kalyan West,"Kalyan West, Thane",5249000,803,502,Sq-ft,2,15,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Godrej Properties,3,Monthly,1,1,6536.737235
1 BHK Flat,Godrej Nirvaan,Apartment,New Property,Thane,Kalyan West,"Kalyan West, Thane",4440000,550,367,Sq-ft,2,12,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Godrej Properties,7,Per sq. Unit Monthly,1,0,8072.727273
1 BHK Flat,,Apartment,New Property,Thane,Kalyan West,"Kalyan West, Thane",3190000,550,370,Sq-ft,2,10,Freehold,Under Construction,Furnished,1,1,1,1,1,,1200,Monthly,0,0,5800
1 BHK Flat,,Apartment,New Property,Thane,Kalyan West,"Kalyan West, Thane",3650000,727,423,Sq-ft,2,8,Freehold,Under Construction,Unfurnished,1,1,1,1,1,,1800,Monthly,1,1,5020.632737
1 BHK Flat,Vasant Park,Apartment,Resale,Thane,Kalyan West,"Kalyan West, Thane",4300000,650,,,1,7,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,Vasant Builders,2317,Monthly,0,0,6615.384615
2 BHK Flat,,Apartment,New Property,Thane,Kalyan West,"Kalyan West, Thane",3990000,850,570,Sq-ft,2,10,Freehold,Under Construction,Semi-Furnished,1,1,1,1,1,,1500,Monthly,1,1,4694.117647
1 BHK Flat,Regency Paradise,Apartment,New Property,Thane,Kalyan West,"Kalyan West, Thane",4000000,675,,,2,2,Freehold,Ready to Move,Unfurnished,1,0,0,1,0,Zojwala Group,1700,Monthly,0,0,5925.925926
1 BHK Flat,,Apartment,New Property,Thane,Kalyan West,"Kalyan West, Thane",2187000,595,450,Sq-ft,1,2,Freehold,Ready to Move,Unfurnished,1,0,0,1,0,,,Monthly,1,1,3675.630252
2 BHK Flat,Guru Atman,Apartment,Resale,Thane,Kalyan West,"Kalyan West, Thane",7000000,890,585,Sq-ft,2,6,Freehold,Ready to Move,Furnished,1,1,1,1,1,Gurukrupa Group,2,Per sq. Unit Monthly,1,1,7865.168539
2 BHK Flat,Godrej Nirvaan,Apartment,New Property,Thane,Bhoiwada,"Bhoiwada, Thane",8500000,1050,675,Sq-ft,2,26,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Godrej Properties,2000,Monthly,1,1,8095.238095
1 BHK Flat,Saisatyam Residency,Apartment,New Property,Thane,Kalyan West,"Kalyan West, Thane",4900000,627,483,Sq-ft,2,5,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Saisatyam Group,1200,Monthly,1,0,7814.992026
1 BHK Flat,,Apartment,Resale,Thane,Kalyan West,"Kalyan West, Thane",3800000,540,470,Sq-ft,1,4,Freehold,Ready to Move,Semi-Furnished,1,0,0,1,0,,800,Monthly,0,0,7037.037037
1 BHK Flat,,Apartment,New Property,Thane,Kalyan West,"Kalyan West, Thane",3800000,520,393,Sq-ft,2,10,Freehold,Under Construction,Unfurnished,1,1,1,1,1,,1500,Monthly,0,0,7307.692308
1 BHK Flat,Birla Vanya,Apartment,New Property,Thane,Kalyan West,"Kalyan West, Thane",4500000,526,428,Sq-ft,2,17,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Birla Estates,2200,Monthly,1,1,8555.13308
1 BHK Flat,Godrej Nirvaan,Apartment,New Property,Thane,Kalyan West,"Kalyan West, Thane",4650000,672,419,Sq-ft,2,1,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Godrej Properties,3,Monthly,1,1,6919.642857
1 BHK Flat,Godrej Upavan,Apartment,New Property,Thane,Kalyan West,"Kalyan West, Thane",3990000,587,367,Sq-ft,1,21,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Godrej Properties,3,Monthly,1,1,6797.274276
2 BHK Flat,,Apartment,New Property,Thane,Kalyan West,"Kalyan West, Thane",8500000,970,696,Sq-ft,2,15,Power Of Attorney,Under Construction,Unfurnished,1,1,1,1,1,,2500,Monthly,1,0,8762.886598
2 BHK Flat,Guru Atman,Apartment,Resale,Thane,Kalyan West,"Kalyan West, Thane",6500000,920,620,Sq-ft,2,7,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Gurukrupa Group,2500,Monthly,1,0,7065.217391
1 BHK Flat,Ajmera Bliss,Apartment,New Property,Thane,Kalyan West,"Kalyan West, Thane",4500000,625,446,Sq-ft,2,11,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Ajmera Realty & Infra India Ltd.,0,Monthly,1,0,7200
1 BHK Flat,One Kalyan,Apartment,New Property,Thane,Kalyan West,"Kalyan West, Thane",5499000,509,509,Sq-ft,2,14,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Ajmera Realty & Infra India Ltd.,0,Monthly,1,1,10803.53635
2 BHK Flat,,Apartment,New Property,Thane,Kalyan West,"Kalyan West, Thane",4645000,800,528,Sq-ft,2,11,Freehold,Under Construction,Unfurnished,1,1,1,1,1,,1350,Monthly,0,0,5806.25
1 BHK Flat,,Apartment,New Property,Thane,Kalyan West,"Kalyan West, Thane",3519000,610,420,Sq-ft,2,8,Freehold,Under Construction,Unfurnished,1,1,1,1,1,,1350,Monthly,0,0,5768.852459
1 BHK Flat,Cornerstone,Apartment,New Property,Thane,Kalyan West,"Kalyan West, Thane",4300000,720,460,Sq-ft,2,7,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Mehta Group,2000,Monthly,0,0,5972.222222
2 BHK Flat,,Apartment,New Property,Thane,Kalyan West,"Kalyan West, Thane",8400000,1100,792,Sq-ft,2,10,Freehold,Under Construction,Unfurnished,1,1,1,1,1,,3000,Monthly,0,0,7636.363636
2 BHK Flat,One Kalyan,Apartment,New Property,Thane,Kalyan West,"Kalyan West, Thane",6699000,604,604,Sq-ft,2,18,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Ajmera Realty & Infra India Ltd.,0,Monthly,1,1,11091.0596
2 BHK Flat,Balaji Exotica,Apartment,Resale,Thane,Kalyan West,"Kalyan West, Thane",8800000,1140,763,Sq-ft,2,5,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,Balaji World,3100,Monthly,1,0,7719.298246
2 BHK Flat,Godrej Upavan,Apartment,New Property,Thane,Kalyan West,"Kalyan West, Thane",6900000,865,541,Sq-ft,2,,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Godrej Properties,0,Monthly,1,1,7976.878613
1 BHK Flat,Godrej Upavan,Apartment,New Property,Thane,Kalyan West,"Kalyan West, Thane",4300000,683,427,Sq-ft,2,,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Godrej Properties,0,Monthly,1,1,6295.754026
2 BHK Flat,Tharwani Vedant Signature,Apartment,New Property,Thane,Kalyan West,"Kalyan West, Thane",9900000,980,700,Sq-ft,2,21,Freehold,Under Construction,Semi-Furnished,1,1,1,1,1,Tharwani Infrastructures,0,Monthly,1,0,10102.04082
1 BHK Flat,Regency Avana,Apartment,New Property,Thane,Kalyan West,"Kalyan West, Thane",4410000,756,520,Sq-ft,2,9,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,Regency Nirman Limited,1400,Monthly,1,1,5833.333333
2 BHK Flat,Godrej Nirvaan,Apartment,New Property,Thane,Kalyan West,"Kalyan West, Thane",7604000,593,593,Sq-ft,2,,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Godrej Properties,6,Monthly,0,0,12822.93423
2 BHK Flat,Raunak City Sector 4,Apartment,New Property,Thane,Kalyan West,"Kalyan West, Thane",5600000,886,490,Sq-ft,2,14,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,Raunak Group,2500,Monthly,1,0,6320.541761
1 BHK Flat,Raunak City 2,Apartment,Resale,Thane,Kalyan West,"Kalyan West, Thane",3650000,650,400,Sq-ft,1,1,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,Raunak Group,800,Monthly,1,0,5615.384615
2 BHK Flat,,Apartment,New Property,Thane,Kalyan West,"Kalyan West, Thane",7300000,1180,758,Sq-ft,2,11,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,,2000,Monthly,1,1,6186.440678
2 BHK Flat,,Apartment,New Property,Thane,Kalyan West,"Kalyan West, Thane",6500000,925,590,Sq-ft,2,7,Freehold,Under Construction,Unfurnished,1,1,1,1,1,,3000,Monthly,1,1,7027.027027
2 BHK Flat,,Apartment,New Property,Thane,Kalyan West,"Kalyan West, Thane",4500000,917,542,Sq-ft,2,8,Freehold,Under Construction,Unfurnished,1,1,1,1,1,,3,Per sq. Unit Monthly,1,1,4907.306434
1 BHK Flat,,Apartment,New Property,Thane,Kalyan West,"Kalyan West, Thane",4399500,476,476,Sq-ft,2,8,Freehold,Under Construction,Unfurnished,1,1,1,1,1,,3,Per sq. Unit Monthly,1,1,9242.647059
1 BHK Flat,,Apartment,New Property,Thane,Kalyan East,"Kalyan East, Thane",3400000,630,435,Sq-ft,1,4,,Ready to Move,Unfurnished,1,0,0,0,0,,,,0,0,5396.825397
1 BHK Flat,Upgread saket group,Apartment,New Property,Thane,Kalyan East,"Kalyan East, Thane",4900000,531,531,Sq-ft,1,10,Freehold,Under Construction,Semi-Furnished,1,1,1,1,1,,3,Per sq. Unit Monthly,1,0,9227.87194
1 BHK Flat,Sai Heights,Apartment,New Property,Thane,Kalyan East,"Kalyan East, Thane",2616500,576,376,Sq-ft,1,3,Freehold,Ready to Move,Unfurnished,1,0,0,0,0,Sai Siddhi Developers,1200,Monthly,1,1,4542.534722
1 BHK Flat,Seasons Sahara,Apartment,New Property,Thane,Kalyan East,"Kalyan East, Thane",3535000,635,405,Sq-ft,2,3,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Samarth Sai Builders & Developers,2000,Monthly,1,0,5566.929134
1 BHK Flat,Kohinoor Eden,Apartment,New Property,Thane,Kalyan East,"Kalyan East, Thane",3299000,580,399,Sq-ft,1,8,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Kohinoor Group,1200,Monthly,1,0,5687.931034
2 BHK Flat,Kohinoor Eden,Apartment,New Property,Thane,Kalyan East,"Kalyan East, Thane",5050000,872,602,Sq-ft,2,10,,Under Construction,Unfurnished,1,1,1,1,1,Kohinoor Group,1400,Monthly,1,0,5791.284404
2 BHK Flat,,Apartment,New Property,Thane,Kalyan East,"Kalyan East, Thane",4646000,950,645,Sq-ft,2,10,Freehold,Under Construction,Unfurnished,1,1,1,1,1,,1900,Monthly,1,0,4890.526316
1 BHK Flat,Kohinoor Eden,Apartment,New Property,Thane,Kalyan East,"Kalyan East, Thane",3171000,645,400,Sq-ft,2,9,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Kohinoor Group,1350,Monthly,1,0,4916.27907
1 BHK Flat,,Apartment,New Property,Thane,Kalyan East,"Kalyan East, Thane",4500000,630,450,Sq-ft,2,7,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,,0,Monthly,1,0,7142.857143
1 BHK Flat,Kohinoor Eden,Apartment,New Property,Thane,Kalyan East,"Kalyan East, Thane",3400000,550,399,Sq-ft,2,6,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Kohinoor Group,3,Per sq. Unit Monthly,1,1,6181.818182
2 BHK Flat,,Apartment,New Property,Thane,Kalyan East,"Kalyan East, Thane",5800000,950,675,Sq-ft,2,12,Freehold,Under Construction,Unfurnished,1,1,1,1,1,,,,0,0,6105.263158
3 BHK Flat,Metro Grande,Apartment,New Property,Thane,Kalyan East,"Kalyan East, Thane",12100000,1405,843,Sq-ft,3,12,Freehold,Under Construction,Unfurnished,1,1,1,1,1,West Pioneer Properties India Pvt. Ltd.,2800,Monthly,1,0,8612.099644
2 BHK Flat,Vaishnavi Highlife,Apartment,New Property,Thane,Chakki Naka,"Chakki Naka, Thane",6000000,1020,700,Sq-ft,2,5,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,Vaishnavi Buildcon,3,Per sq. Unit Monthly,1,0,5882.352941
2 BHK Flat,Kohinoor Eden,Apartment,New Property,Thane,Kalyan East,"Kalyan East, Thane",4290000,850,590,Sq-ft,2,12,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Kohinoor Group,900,Monthly,1,1,5047.058824
1 BHK Flat,Kohinoor Eden,Apartment,New Property,Thane,Kalyan East,"Kalyan East, Thane",2999000,550,390,Sq-ft,2,5,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Kohinoor Group,1200,Monthly,1,1,5452.727273
1 BHK Flat,Kohinoor Eden,Apartment,New Property,Thane,Kalyan East,"Kalyan East, Thane",3099000,550,390,Sq-ft,2,12,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Kohinoor Group,900,Monthly,1,1,5634.545455
1 BHK Flat,Sai Heights,Apartment,New Property,Thane,Kalyan East,"Kalyan East, Thane",2616000,545,396,Sq-ft,1,3,Freehold,Ready to Move,Unfurnished,1,0,0,0,0,Sai Siddhi Developers,1200,Monthly,1,1,4800
2 BHK Flat,,Apartment,New Property,Thane,Kalyan East,"Kalyan East, Thane",4550000,935,619,Sq-ft,2,9,Freehold,Under Construction,Unfurnished,1,1,1,1,1,,1700,Monthly,1,0,4866.31016
1 BHK Flat,Kohinoor Luxuria,Apartment,Resale,Thane,Chakki Naka,"Chakki Naka, Thane",5000000,680,460,Sq-ft,2,3,Freehold,Ready to Move,Semi-Furnished,1,1,1,1,1,Kohinoor Group,2200,Monthly,0,0,7352.941176
1 BHK Flat,,Apartment,New Property,Thane,Kalyan East,"Kalyan East, Thane",4700000,600,424,Sq-ft,2,11,Freehold,Under Construction,Unfurnished,1,1,1,1,1,,0,Monthly,1,0,7833.333333
1 BHK Flat,Kohinoor Eden,Apartment,New Property,Thane,Kalyan East,"Kalyan East, Thane",3699000,640,442,Sq-ft,1,8,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Kohinoor Group,1200,Monthly,1,0,5779.6875
2 BHK Flat,Kohinoor Eden,Apartment,New Property,Thane,Kalyan East,"Kalyan East, Thane",5150000,875,603,Sq-ft,2,4,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Kohinoor Group,1400,Monthly,1,0,5885.714286
1 BHK Flat,JH Zojwalla Regency Park,Apartment,Resale,Thane,Kalyan East,"Kalyan East, Thane",5200000,710,490,Sq-ft,2,7,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,,2500,Monthly,0,0,7323.943662
1 BHK Flat,,Apartment,New Property,Thane,Kalyan East,"Kalyan East, Thane",2997000,600,400,Sq-ft,1,13,Freehold,Under Construction,Unfurnished,1,1,1,1,1,,1200,Monthly,1,0,4995
1 BHK Flat,Seasons Sahara,Apartment,New Property,Thane,Kalyan East,"Kalyan East, Thane",3491000,650,450,Sq-ft,2,7,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Samarth Sai Builders & Developers,1900,Monthly,1,0,5370.769231
2 BHK Flat,,Apartment,New Property,Thane,Kalyan East,"Kalyan East, Thane",4400000,580,580,Sq-ft,2,10,Freehold,Under Construction,Unfurnished,1,1,1,1,1,,2,Per sq. Unit Monthly,1,1,7586.206897
2 BHK Flat,Kohinoor Eden,Apartment,New Property,Thane,Kalyan East,"Kalyan East, Thane",4950000,602,602,Sq-ft,2,7,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Kohinoor Group,3,Per sq. Unit Monthly,1,1,8222.591362
2 BHK Flat,Vaishnavi Highlife,Apartment,New Property,Thane,Chakki Naka,"Chakki Naka, Thane",6000000,1020,700,Sq-ft,2,5,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,Vaishnavi Buildcon,3,Per sq. Unit Monthly,1,0,5882.352941
2 BHK Flat,Kohinoor Eden,Apartment,New Property,Thane,Kalyan East,"Kalyan East, Thane",4290000,850,590,Sq-ft,2,12,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Kohinoor Group,900,Monthly,1,1,5047.058824
1 BHK Flat,Kohinoor Eden,Apartment,New Property,Thane,Kalyan East,"Kalyan East, Thane",2999000,550,390,Sq-ft,2,5,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Kohinoor Group,1200,Monthly,1,1,5452.727273
1 BHK Flat,Kohinoor Eden,Apartment,New Property,Thane,Kalyan East,"Kalyan East, Thane",3099000,550,390,Sq-ft,2,12,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Kohinoor Group,900,Monthly,1,1,5634.545455
1 BHK Flat,Sai Heights,Apartment,New Property,Thane,Kalyan East,"Kalyan East, Thane",2616000,545,396,Sq-ft,1,3,Freehold,Ready to Move,Unfurnished,1,0,0,0,0,Sai Siddhi Developers,1200,Monthly,1,1,4800
2 BHK Flat,,Apartment,New Property,Thane,Kalyan East,"Kalyan East, Thane",4550000,935,619,Sq-ft,2,9,Freehold,Under Construction,Unfurnished,1,1,1,1,1,,1700,Monthly,1,0,4866.31016
1 BHK Flat,Kohinoor Luxuria,Apartment,Resale,Thane,Chakki Naka,"Chakki Naka, Thane",5000000,680,460,Sq-ft,2,3,Freehold,Ready to Move,Semi-Furnished,1,1,1,1,1,Kohinoor Group,2200,Monthly,0,0,7352.941176
1 BHK Flat,,Apartment,New Property,Thane,Kalyan East,"Kalyan East, Thane",4700000,600,424,Sq-ft,2,11,Freehold,Under Construction,Unfurnished,1,1,1,1,1,,0,Monthly,1,0,7833.333333
1 BHK Flat,Kohinoor Eden,Apartment,New Property,Thane,Kalyan East,"Kalyan East, Thane",3699000,640,442,Sq-ft,1,8,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Kohinoor Group,1200,Monthly,1,0,5779.6875
2 BHK Flat,Kohinoor Eden,Apartment,New Property,Thane,Kalyan East,"Kalyan East, Thane",5150000,875,603,Sq-ft,2,4,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Kohinoor Group,1400,Monthly,1,0,5885.714286
1 BHK Flat,JH Zojwalla Regency Park,Apartment,Resale,Thane,Kalyan East,"Kalyan East, Thane",5200000,710,490,Sq-ft,2,7,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,,2500,Monthly,0,0,7323.943662
1 BHK Flat,,Apartment,New Property,Thane,Kalyan East,"Kalyan East, Thane",2997000,600,400,Sq-ft,1,13,Freehold,Under Construction,Unfurnished,1,1,1,1,1,,1200,Monthly,1,0,4995
